Período;Região;Instituição;Localização Geográfica;Nº Atendimentos em Urgência SU Triagem Manchester -Vermelha;Nº Atendimentos em Urgência SU Triagem Manchester -Laranja;Nº Atendimentos em Urgência SU Triagem Manchester -Amarela;Nº Atendimentos em Urgência SU Triagem Manchester -Verde;Nº Atendimentos em Urgência SU Triagem Manchester -Azul;Nº Atendimentos em Urgência SU Triagem Manchester -Branca;Nº Atendimentos s\ Triagem Manchester
2017-01;Região de Saúde Norte;Hospital de Braga, PPP;41.56785, -8.398982;88;1731;9097;6213;213;;118
2017-02;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861, -7.9032848;65;2117;4918;4259;194;428;85
2017-02;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314, -8.6956768;;;;;;;14760
2017-02;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve, EPE;37.0238973, -7.9281554;229;8599;23567;18384;242;1993;333
2017-02;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;;;;;;;17216
2017-02;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005, -9.0592392;45;1377;5318;3514;101;570;12494
2017-02;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216985;42;1468;5959;5784;267;205;11052
2017-02;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Norte, EPE;38.7500861, -9.1616116;114;2739;10975;11694;775;241;10980
2017-02;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072, -8.5404429;159;2583;10657;9845;185;527;
2017-02;Região de Saúde LVT;Hospital de Vila Franca de Xira, PPP;38.977235, -8.984506;72;3065;10956;8057;566;293;12
2017-02;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;41.3423984, -8.4802503;61;2262;11793;6195;116;517;1
2017-02;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga, EPE;40.9293884, -8.5458794;167;3928;14308;7348;481;6101;1120
2017-02;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;41.1094138, -8.5972617;79;2584;15062;8073;178;1180;128
2017-03;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263845;80;2308;8675;10046;237;577;
2017-03;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158, -7.4922407;32;788;8121;2664;15;329;4799
2017-03;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;209;5897;21056;11500;578;1261;55
2017-03;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098211;268;8391;25942;11784;928;274;23177
2017-03;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, EPE;40.117897, -8.8586755;42;1150;9229;7287;28;205;18
2017-03;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, EPE;38.7166948, -9.1371248;153;2630;17207;14876;848;213;25849
2017-03;Região de Saúde LVT;Hospital de Cascais, PPP;38.729006, -9.418267;120;5267;14708;19877;247;49;0
2017-03;Região de Saúde LVT;Hospital de Loures, PPP;38.821455, -9.176296;130;4653;18729;26569;391;115;30
2017-03;Região de Saúde LVT;Hospital Garcia de Orta, EPE;38.6658713, -9.1822554;206;3745;10145;10964;1994;442;12919
2017-03;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056, -8.6010558;295;5879;22535;9617;849;518;23628
2017-03;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784, -7.7515252;161;4774;25193;11482;340;2129;40
2017-03;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456, -8.6745115;92;3815;10314;5079;497;1743;113
2017-04;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve, EPE;37.0238973, -7.9281554;452;17529;48997;37888;506;4301;669
2017-04;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;255;7705;28020;15264;741;1709;68
2017-04;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098211;351;10783;34554;16219;1453;378;30714
2017-04;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, EPE;38.7166948, -9.1371248;218;3436;22880;20414;1183;291;33701
2017-04;Região de Saúde LVT;Hospital Garcia de Orta, EPE;38.6658713, -9.1822554;262;4850;13573;14781;2799;553;17091
2017-04;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga, EPE;40.9293884, -8.5458794;289;7919;29711;15008;961;12161;2320
2017-05;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861, -7.9032848;149;4995;13083;10740;543;1206;176
2017-05;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314, -8.6956768;;;;;;;36701
2017-05;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;322;9633;35773;19169;931;2246;79
2017-05;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, EPE;40.117897, -8.8586755;67;1853;15593;12095;46;421;24
2017-05;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216985;106;3514;15410;15738;748;588;28239
2017-05;Região de Saúde LVT;Hospital de Vila Franca de Xira, PPP;38.977235, -8.984506;173;6854;27693;21841;1611;850;34
2017-05;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.6172617;370;6545;34350;8429;543;660;7496
2017-05;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784, -7.7515252;254;7662;41756;19085;598;3292;50
2017-05;Região de Saúde Norte;Hospital Santa Maria Maior, EPE;41.5324234, -8.6171561;50;2166;10955;12929;342;482;
2017-05;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054, -8.8252713;197;7181;33849;23841;406;926;
2017-06;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;205;3424;22960;19047;1138;1244;2001
2017-06;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981271;65;1895;17563;12038;437;537;106
2017-06;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, EPE;38.7166948, -9.1371248;333;5055;34443;31973;1923;481;50181
2017-06;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;41.3423984, -8.4802503;161;6703;37395;19103;427;1333;9
2017-06;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;41.1094138, -8.5972617;187;7747;49604;25093;623;3487;620
2017-07;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;88;5002;20160;7932;621;323;26670
2017-07;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve, EPE;37.0238973, -7.9281554;735;31517;90036;68158;856;7740;1561
2017-07;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098211;616;18512;62441;28976;2497;724;53658
2017-07;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, EPE;40.117897, -8.8586755;93;2570;21861;16944;88;605;299
2017-07;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;215;4062;26837;21906;1346;1486;2422
2017-07;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981271;78;2181;20370;14075;525;624;119
2017-07;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216985;144;4736;21591;22319;1126;747;38656
2017-07;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072, -8.5404429;482;8517;39056;34927;679;1748;
2017-07;Região de Saúde LVT;Hospital Garcia de Orta, EPE;38.6658713, -9.1822554;423;8170;24166;27751;4989;1100;29137
2017-07;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;41.3423984, -8.4802503;180;7812;43951;22450;512;1564;10
2017-07;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga, EPE;40.9293884, -8.5458794;483;14261;53186;26259;1711;19964;4080
2017-07;Região de Saúde Norte;Hospital de Braga, PPP;41.56785, -8.398982;464;10354;61604;44828;1842;;518
2017-08;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;485;15194;58658;30110;1432;3674;124
2017-08;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;392;12000;47993;30995;1942;4627;10431
2017-08;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;230;4678;31180;25050;1589;1755;2769
2017-08;Região de Saúde LVT;Hospital de Vila Franca de Xira, PPP;38.977235, -8.984506;247;10137;43152;35023;2506;1548;58
2017-08;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784, -7.7515252;347;11767;68432;31014;957;5230;71
2017-08;Região de Saúde Norte;Hospital de Braga, PPP;41.56785, -8.398982;535;11781;70485;51788;2207;;578
2017-08;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456, -8.6745115;239;9985;28503;14874;1409;4660;193
2017-09;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098211;804;23517;80734;37123;3414;1134;67237
2017-09;Região de Saúde LVT;Hospital Garcia de Orta, EPE;38.6658713, -9.1822554;543;10087;30601;36167;5898;1226;37999
2017-09;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;41.3423984, -8.4802503;228;9953;55929;28624;701;1997;13
2017-09;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga, EPE;40.9293884, -8.5458794;615;18322;68348;33781;2277;24324;4701
2017-09;Região de Saúde Norte;Hospital de Braga, PPP;41.56785, -8.398982;616;13214;78644;58497;2509;;690
2017-10;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158, -7.4922407;107;2442;29672;9199;72;1224;14918
2017-10;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;251;5798;38778;30651;2018;2354;3637
2017-10;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981271;115;2989;28959;19911;742;934;134
2017-10;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005, -9.0592392;198;6334;30204;19543;586;2730;62313
2017-10;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784, -7.7515252;397;14671;85403;38952;1168;6392;75
2017-10;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054, -8.8252713;360;13442;68747;48561;746;2131;
2017-11;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314, -8.6956768;;;;;;;84507
2017-11;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, EPE;38.7166948, -9.1371248;624;8866;63229;60649;3511;825;89374
2017-11;Região de Saúde LVT;Hospital de Loures, PPP;38.821455, -9.176296;433;15724;69626;97779;1502;436;90
2017-11;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, EPE;38.7422257, -9.2264834;639;28139;77438;121779;4825;7782;646
2017-11;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.6172617;794;14334;78139;19698;1336;1523;17658
2017-11;Região de Saúde Norte;Hospital de Braga, PPP;41.56785, -8.398982;765;16271;96632;73220;3156;;858
2017-12;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;757;16290;88406;86285;6713;3235;
2017-12;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216985;241;7971;36447;38036;2006;1195;64209
2017-12;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE;39.4054629, -9.1258493;434;13005;58327;46780;517;2464;60201
2017-12;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Norte, EPE;38.7500861, -9.1616116;665;14774;67810;82271;5964;1515;68435
2017-12;Região de Saúde LVT;Hospital de Loures, PPP;38.821455, -9.176296;479;17531;76512;106990;1595;511;112
2017-12;Região de Saúde LVT;Hospital de Vila Franca de Xira, PPP;38.977235, -8.984506;418;15855;65949;54361;3442;2451;142
2017-12;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;41.1094138, -8.5972617;368;15461;101329;52630;1363;7125;1254
2017-12;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456, -8.6745115;367;15268;43690;21868;2009;6933;238
2018-01;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158, -7.4922407;11;307;3111;1005;3;112;2086
2018-01;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098211;110;2812;9492;4057;290;141;9485
2018-01;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;38;973;3638;2751;60;210;5581
2018-01;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Norte, EPE;38.7500861, -9.1616116;60;1372;5969;6865;451;137;6623
2018-01;Região de Saúde LVT;Hospital de Loures, PPP;38.821455, -9.176296;75;1836;7124;9593;85;65;12
2018-01;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;39.2410946, -8.6937515;37;1121;3738;4168;37;124;2637
2018-01;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784, -7.7515252;54;1776;9619;4843;100;594;9
2018-02;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263845;61;1582;6428;7693;168;407;
2018-02;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158, -7.4922407;23;584;5988;2107;7;194;3817
2018-02;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216985;44;1438;5961;6672;398;187;12349
2018-02;Região de Saúde LVT;Hospital de Cascais, PPP;38.729006, -9.418267;81;3449;10435;13769;101;50;
2018-02;Região de Saúde LVT;Hospital de Loures, PPP;38.821455, -9.176296;107;3299;13379;18203;203;117;29
2018-02;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, EPE;38.7422257, -9.2264834;137;5977;15473;23616;646;1047;177
2018-02;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;41.4387173, -8.3086907;53;2434;9689;9392;125;1067;154
2018-03;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;99;3237;14925;8743;450;156;167
2018-03;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314, -8.6956768;27;1261;6385;4527;36;254;12570
2018-03;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263845;88;2354;9411;11382;246;660;
2018-03;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072, -8.5404429;199;3898;16858;14974;299;798;
2018-03;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.6172617;247;3981;20274;4798;372;438;4931
2018-04;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;301;5466;28915;28779;1763;1141;
2018-04;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, EPE;40.117897, -8.8586755;42;1533;12925;9397;87;392;33
2018-04;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;97;2795;16504;13319;1086;1009;198
2018-04;Região de Saúde LVT;Hospital Garcia de Orta, EPE;38.6658713, -9.1822554;242;4296;14010;18598;2584;615;15727
2018-04;Região de Saúde Norte;Hospital de Braga, PPP;41.56785, -8.398982;333;6101;34122;29492;1230;;383
2018-04;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456, -8.6745115;128;5175;13961;6792;463;1522;61
2018-05;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861, -7.9032848;114;4852;13431;10969;549;911;243
2018-05;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;161;5286;24819;13663;721;272;305
2018-05;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314, -8.6956768;41;1983;10419;7260;61;426;20292
2018-05;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;316;8614;38629;20517;646;2295;101
2018-05;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;118;3461;20631;16313;1325;1275;232
2018-05;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005, -9.0592392;131;4233;19635;12343;445;1186;25888
2018-05;Região de Saúde LVT;Hospital de Vila Franca de Xira, PPP;38.977235, -8.984506;191;6415;27620;24303;1135;1341;50
2018-05;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, EPE;38.7422257, -9.2264834;323;13351;36917;58759;1694;2354;360
2018-05;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784, -7.7515252;214;8112;44489;21366;483;2998;34
2018-05;Região de Saúde Norte;Hospital de Braga, PPP;41.56785, -8.398982;401;7524;42564;37698;1654;;431
2018-06;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;185;6249;29584;15880;884;331;342
2018-06;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314, -8.6956768;48;2319;12467;8594;76;511;23911
2018-06;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;139;4051;24576;19341;1557;1533;291
2018-06;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216985;107;4027;17599;20526;1301;600;34850
2018-06;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE;39.4054629, -9.1258493;242;6299;25658;18946;164;689;36377
2018-06;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072, -8.5404429;384;7124;32955;29464;569;1770;
2018-06;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.6172617;456;7648;41271;10439;814;903;10266
2018-06;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;41.1094138, -8.5972617;219;8021;49415;25546;851;3121;482
2018-07;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861, -7.9032848;163;6514;18894;15486;762;1245;338
2018-07;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve, EPE;37.0238973, -7.9281554;653;30022;88213;71374;1283;6681;1614
2018-07;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;422;11921;54496;28811;915;3353;153
2018-07;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098211;765;18575;67106;28775;2103;1127;56206
2018-07;Região de Saúde Norte;Hospital Santa Maria Maior, EPE;41.5324234, -8.6171561;65;3074;16254;17554;537;384;
2018-08;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263845;203;5960;24608;28672;777;1847;
2018-08;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;478;13554;62641;33004;1069;3938;175
2018-08;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216985;143;5323;23442;27837;1875;855;45255
2018-08;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072, -8.5404429;510;9232;44249;39906;766;2486;
2018-08;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784, -7.7515252;332;12755;71726;33811;821;4986;39
2018-09;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;249;9161;44271;22846;1336;525;586
2018-09;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve, EPE;37.0238973, -7.9281554;863;38969;118762;95424;1781;8897;2074
2018-09;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158, -7.4922407;100;2289;28319;8691;66;1081;14314
