Período;Região;ULS;Entidade;Localização Geográfica;Nº Notícias Nascimento;Nº de Nascer Utente
2017-10;Região de Saúde do Algarve;;Centro Hospitalar Universitário do Algarve, EPE;37.15527, -8.539542;325;121.0
2017-10;Região de Saúde do Centro;;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;160;40.0
2017-10;Região de Saúde do Centro;;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;173;42.0
2017-10;Região de Saúde LVT;;Centro Hospitalar Universitário de Lisboa Norte, EPE;38.7500861, -9.1616116;207;148.0
2017-10;Região de Saúde do Centro;;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098214;368;334.0
2017-10;Região de Saúde Norte;;Centro Hospitalar de Entre o Douro e Vouga, EPE;40.9293884, -8.5458794;0;129.0
2017-11;Região de Saúde LVT;;Centro Hospitalar Universitário de Lisboa Norte, EPE;38.7500861, -9.1616116;185;181.0
2017-11;Região de Saúde LVT;;Centro Hospitalar Universitário de Lisboa Central, EPE;38.7166948, -9.1371248;272;11.0
2017-11;Região de Saúde Norte;;Centro Hospitalar Universitário de São João, EPE;41.1831056, -8.6010595;171;177.0
2017-11;Região de Saúde do Alentejo;;Hospital Espírito Santo de Évora, EPE;38.5684861, -7.9032848;41;0.0
2017-11;Região de Saúde do Centro;;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;152;126.0
2017-11;Região de Saúde Norte;;Centro Hospitalar do Médio Ave, EPE;41.3423984, -8.4802503;89;46.0
2017-11;Região de Saúde Norte;;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.6172618;298;292.0
2017-12;Região de Saúde LVT;;Hospital Beatriz Ângelo - Loures, PPP;38.821342, -9.176377;122;0.0
2017-12;Região de Saúde LVT;;Hospital Prof. Doutor Fernando Fonseca, EPE;38.744564, -9.246391;205;0.0
2017-12;Região de Saúde Norte;;Hospital da Senhora da Oliveira - Guimarães, EPE;41.4387173, -8.3086907;98;121.0
2017-12;Região de Saúde LVT;;Centro Hospitalar Universitário de Lisboa Norte, EPE;38.7500861, -9.1616116;154;107.0
2017-12;Região de Saúde LVT;;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216985;137;1.0
2017-12;Região de Saúde Norte;;Unidade Local de Saúde do Alto Minho, EPE;41.1831056, -8.6010592;73;67.0
2018-01;Região de Saúde LVT;;Centro Hospitalar do Oeste, EPE;39.4054629, -9.1258497;80;73.0
2018-01;Região de Saúde LVT;;Hospital Prof. Doutor Fernando Fonseca, EPE;38.744564, -9.246391;189;0.0
2018-01;Região de Saúde LVT;;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;119;76.0
2018-01;Região de Saúde Norte;;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;41.3828711, -8.7589945;83;77.0
2018-01;Região de Saúde Norte;;Hospital da Senhora da Oliveira - Guimarães, EPE;41.4387173, -8.3086907;170;167.0
2018-01;Região de Saúde Norte;;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.617262;272;262.0
2018-02;Região de Saúde do Alentejo;;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263847;26;0.0
2018-02;Região de Saúde do Centro;;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158, -7.4922407;34;0.0
2018-02;Região de Saúde LVT;;Centro Hospitalar Universitário de Lisboa Central, EPE;38.7166948, -9.1371248;193;9.0
2018-02;Região de Saúde do Algarve;;Centro Hospitalar Universitário do Algarve, EPE;37.15527, -8.539542;237;102.0
2018-02;Região de Saúde LVT;;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216985;151;1.0
2018-02;Região de Saúde LVT;;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;98;64.0
2018-02;Região de Saúde LVT;;Hospital Vila Franca de Xira, PPP;38.952565, -8.992398;117;0.0
2018-02;Região de Saúde do Alentejo;;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;64;0.0
2018-02;Região de Saúde LVT;;Centro Hospitalar do Oeste, EPE;39.4054629, -9.1258498;65;59.0
2018-02;Região de Saúde do Centro;;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734794;50;47.0
2018-02;Região de Saúde LVT;;Hospital Garcia de Orta, EPE;38.673379, -9.17602;171;0.0
2018-02;Região de Saúde Norte;;Hospital da Senhora da Oliveira - Guimarães, EPE;41.4387173, -8.3086907;156;117.0
2018-03;Região de Saúde Norte;;Centro Hospitalar do Médio Ave, EPE;41.3423984, -8.4802503;89;76.0
2018-03;Região de Saúde do Algarve;;Centro Hospitalar Universitário do Algarve, EPE;37.15527, -8.539542;282;134.0
2018-03;Região de Saúde LVT;;Hospital de Cascais Dr. José de Almeida;38.728951, -9.418466;185;202.0
2018-03;Região de Saúde LVT;;Hospital Prof. Doutor Fernando Fonseca, EPE;38.744564, -9.246391;231;0.0
2018-03;Região de Saúde LVT;;Centro Hospitalar do Oeste, EPE;39.4054629, -9.1258499;80;65.0
2018-03;Região de Saúde LVT;;Hospital Vila Franca de Xira, PPP;38.952565, -8.992398;107;56.0
2018-04;Região de Saúde LVT;;Centro Hospitalar do Oeste, EPE;39.4054629, -9.12585;94;89.0
2018-04;Região de Saúde do Centro;;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;7;113.0
2018-04;Região de Saúde LVT;;Centro Hospitalar Universitário de Lisboa Norte, EPE;38.7500861, -9.1616116;154;126.0
2018-04;Região de Saúde LVT;;Hospital Garcia de Orta, EPE;38.673379, -9.17602;201;93.0
2018-04;Região de Saúde Norte;;Unidade Local de Saúde do Nordeste, EPE;41.8056532, -6.7888197;30;27.0
2018-05;Região de Saúde do Centro;;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;180;176.0
2018-05;Região de Saúde LVT;;Centro Hospitalar Universitário de Lisboa Central, EPE;38.7166948, -9.1371248;254;20.0
2018-05;Região de Saúde do Algarve;;Centro Hospitalar Universitário do Algarve, EPE;37.15527, -8.539542;272;104.0
2018-05;Região de Saúde LVT;;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;113;76.0
2018-05;Região de Saúde Norte;;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.6172624;248;222.0
2018-05;Região de Saúde do Centro;;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734797;47;42.0
2018-05;Região de Saúde LVT;;Centro Hospitalar Universitário de Lisboa Norte, EPE;38.7500861, -9.1616116;147;180.0
2018-05;Região de Saúde LVT;;Hospital Beatriz Ângelo - Loures, PPP;38.821342, -9.176377;111;126.0
2018-05;Região de Saúde LVT;;Centro Hospitalar Médio Tejo, EPE;39.478072, -8.540443;29;73.0
2018-06;Região de Saúde do Centro;;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827434;151;83.0
2018-06;Região de Saúde LVT;;Centro Hospitalar Universitário de Lisboa Norte, EPE;38.7500861, -9.1616116;157;76.0
2018-06;Região de Saúde LVT;;Hospital de Cascais Dr. José de Almeida;38.728951, -9.418466;188;188.0
2018-06;Região de Saúde LVT;;Hospital Vila Franca de Xira, PPP;38.952565, -8.992398;100;73.0
2018-06;Região de Saúde Norte;;Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE;41.3031784, -7.7515253;101;83.0
2018-06;Região de Saúde Norte;;Unidade Local de Saúde de Matosinhos, EPE;41.1831056, -8.6010593;105;59.0
2018-06;Região de Saúde LVT;;Centro Hospitalar Universitário de Lisboa Central, EPE;38.7166948, -9.1371248;229;15.0
2018-06;Região de Saúde Norte;;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;41.3828711, -8.7589947;67;43.0
2018-07;Região de Saúde LVT;;Centro Hospitalar Médio Tejo, EPE;39.478072, -8.5404432;28;64.0
2018-07;Região de Saúde LVT;;Hospital Prof. Doutor Fernando Fonseca, EPE;38.744564, -9.246391;29;0.0
2018-07;Região de Saúde do Centro;;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158, -7.4922408;45;0.0
2018-07;Região de Saúde LVT;;Centro Hospitalar Universitário de Lisboa Central, EPE;38.7166948, -9.1371249;212;17.0
2018-07;Região de Saúde LVT;;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216986;181;74.0
2018-07;Região de Saúde LVT;;Hospital Beatriz Ângelo - Loures, PPP;38.821342, -9.176377;99;118.0
2018-08;Região de Saúde LVT;;Centro Hospitalar Médio Tejo, EPE;39.478072, -8.5404429;38;74.0
2018-08;Região de Saúde LVT;;Hospital Garcia de Orta, EPE;38.673379, -9.17602;272;72.0
2018-08;Região de Saúde Norte;;Hospital de Braga, PPP;41.567781, -8.399268;200;72.0
2018-08;Região de Saúde Norte;;Centro Hospitalar Universitário de São João, EPE;41.1831056, -8.6010595;180;42.0
2018-08;Região de Saúde Norte;;Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE;41.3031784, -7.7515252;113;67.0
2018-08;Região de Saúde do Algarve;;Centro Hospitalar Universitário do Algarve, EPE;37.15527, -8.539542;302;120.0
2018-08;Região de Saúde do Centro;;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981271;18;48.0
2018-08;Região de Saúde LVT;;Hospital Beatriz Ângelo - Loures, PPP;38.821342, -9.176377;135;127.0
2018-08;Região de Saúde Norte;;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561, -8.264901;279;151.0
2018-09;Região de Saúde do Centro;;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;130;138.0
2018-09;Região de Saúde LVT;;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;174;105.0
2018-09;Região de Saúde Norte;;Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE;41.3031784, -7.7515252;126;78.0
2018-10;Região de Saúde LVT;;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216985;226;186.0
2018-10;Região de Saúde Norte;;Unidade Local de Saúde do Nordeste, EPE;41.8056532, -6.7888197;21;28.0
2018-10;Região de Saúde do Centro;;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;49;42.0
2018-10;Região de Saúde do Centro;;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098217;400;245.0
2018-10;Região de Saúde LVT;;Hospital Vila Franca de Xira, PPP;38.952565, -8.992398;159;139.0
2018-10;Região de Saúde do Alentejo;;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263846;34;0.0
2018-10;Região de Saúde do Centro;;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;131;78.0
2018-10;Região de Saúde LVT;;Hospital Distrital de Santarém, EPE;39.241184, -8.6958;94;2.0
2018-11;Região de Saúde do Centro;;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;118;94.0
2018-11;Região de Saúde do Centro;;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;49;46.0
2018-11;Região de Saúde Norte;;Hospital de Braga, PPP;41.567781, -8.399268;233;97.0
2018-11;Região de Saúde LVT;;Hospital Prof. Doutor Fernando Fonseca, EPE;38.744564, -9.246391;187;0.0
2018-11;Região de Saúde do Centro;;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;143;133.0
2018-11;Região de Saúde LVT;;Hospital Beatriz Ângelo - Loures, PPP;38.821342, -9.176377;133;131.0
2018-11;Região de Saúde LVT;;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;144;108.0
2018-11;Região de Saúde Norte;;Centro Hospitalar do Médio Ave, EPE;41.3423984, -8.4802503;75;81.0
2018-12;Região de Saúde do Centro;;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981271;8;25.0
2018-12;Região de Saúde Norte;;Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE;41.3031784, -7.7515252;96;62.0
2018-12;Região de Saúde LVT;;Centro Hospitalar Médio Tejo, EPE;39.478072, -8.5404429;28;50.0
2018-12;Região de Saúde LVT;;Hospital Distrital de Santarém, EPE;39.241184, -8.6958;89;2.0
2018-12;Região de Saúde Norte;;Centro Hospitalar de Entre o Douro e Vouga, EPE;40.9293884, -8.5458794;0;85.0
2018-12;Região de Saúde do Centro;;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;165;127.0
2018-12;Região de Saúde Norte;;Unidade Local de Saúde de Matosinhos, EPE;41.1831056, -8.6010593;130;71.0
2018-12;Região de Saúde do Centro;;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;44;31.0
2018-12;Região de Saúde Norte;;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561, -8.264901;182;128.0
2018-12;Região de Saúde Norte;;Centro Hospitalar de Vila Nova de Gaia/Espinho, EPE;41.1094138, -8.5972617;127;42.0
2019-01;Região de Saúde do Centro;;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158, -7.4922407;28;0.0
2019-01;Região de Saúde do Centro;;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;144;150.0
2019-01;Região de Saúde LVT;;Hospital Garcia de Orta, EPE;38.673379, -9.17602;212;114.0
2019-01;Região de Saúde Norte;;Centro Hospitalar de Vila Nova de Gaia/Espinho, EPE;41.1094138, -8.5972617;104;61.0
2019-01;Região de Saúde LVT;;Centro Hospitalar do Oeste, EPE;39.4054629, -9.1258497;80;75.0
2019-01;Região de Saúde LVT;;Hospital Beatriz Ângelo - Loures, PPP;38.821342, -9.176377;48;115.0
2019-01;Região de Saúde LVT;;Hospital Distrital de Santarém, EPE;39.241184, -8.6958;90;2.0
2019-01;Região de Saúde LVT;;Hospital Vila Franca de Xira, PPP;38.952565, -8.992398;130;97.0
2019-01;Região de Saúde LVT;;Centro Hospitalar Barreiro Montijo, EPE;38.6554005, -9.0592392;83;70.0
2019-01;Região de Saúde LVT;;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216985;173;143.0
2019-01;Região de Saúde do Alentejo;;Hospital Espírito Santo de Évora, EPE;38.5684861, -7.9032848;84;2.0
2019-01;Região de Saúde do Centro;;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981271;3;26.0
2019-01;Região de Saúde LVT;;Centro Hospitalar Universitário de Lisboa Norte, EPE;38.7500861, -9.1616116;161;103.0
2019-01;Região de Saúde LVT;;Hospital de Cascais Dr. José de Almeida;38.728951, -9.418466;182;194.0
2019-02;Região de Saúde Norte;;Centro Hospitalar Universitário de São João, EPE;41.1831056, -8.6010595;154;137.0
2019-02;Região de Saúde Norte;;Unidade Local de Saúde do Alto Minho, EPE;41.1831056, -8.6010592;93;85.0
2019-02;Região de Saúde do Centro;;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158, -7.4922407;31;0.0
2019-02;Região de Saúde LVT;;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;104;65.0
2019-02;Região de Saúde LVT;;Centro Hospitalar do Oeste, EPE;39.4054629, -9.1258497;80;69.0
2019-02;Região de Saúde LVT;;Centro Hospitalar Universitário de Lisboa Norte, EPE;38.7500861, -9.1616116;118;130.0
2019-03;Região de Saúde do Alentejo;;Hospital Espírito Santo de Évora, EPE;38.5684861, -7.9032848;57;2.0
2019-03;Região de Saúde do Alentejo;;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263846;38;0.0
2019-03;Região de Saúde do Centro;;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;134;103.0
2019-03;Região de Saúde Norte;;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.617262;302;217.0
2019-03;Região de Saúde Norte;;Centro Hospitalar de Entre o Douro e Vouga, EPE;40.9293884, -8.5458794;103;87.0
2019-03;Região de Saúde do Centro;;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;163;151.0
2019-03;Região de Saúde LVT;;Centro Hospitalar Barreiro Montijo, EPE;38.6554005, -9.0592392;79;49.0
2019-03;Região de Saúde do Alentejo;;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;58;0.0
2019-03;Região de Saúde do Centro;;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158, -7.4922407;38;14.0
2019-03;Região de Saúde Norte;;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561, -8.264901;160;123.0
2019-03;Região de Saúde LVT;;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216985;170;106.0
2019-03;Região de Saúde Norte;;Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE;41.3031784, -7.7515252;78;62.0
2019-03;Região de Saúde Norte;;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;41.3828711, -8.7589945;106;88.0
2019-04;Região de Saúde do Centro;;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;135;120.0
2019-04;Região de Saúde Norte;;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.617262;267;199.0
2019-04;Região de Saúde do Centro;;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;145;95.0
2019-04;Região de Saúde LVT;;Centro Hospitalar do Oeste, EPE;39.4054629, -9.1258497;93;86.0
2019-04;Região de Saúde do Centro;;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098217;351;290.0
2019-04;Região de Saúde LVT;;Hospital Vila Franca de Xira, PPP;38.952565, -8.992398;136;107.0
2019-04;Região de Saúde LVT;;Hospital Distrital de Santarém, EPE;39.241184, -8.6958;76;0.0
2019-04;Região de Saúde Norte;;Centro Hospitalar Universitário de São João, EPE;41.1831056, -8.6010595;163;152.0
2019-05;Região de Saúde Norte;;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561, -8.264901;168;140.0
2019-05;Região de Saúde do Centro;;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;149;110.0
2019-05;Região de Saúde Norte;;Unidade Local de Saúde do Alto Minho, EPE;41.1831056, -8.6010592;105;98.0
2019-05;Região de Saúde do Centro;;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981271;20;34.0
2019-05;Região de Saúde LVT;;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;133;106.0
2019-05;Região de Saúde Norte;;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;41.3828711, -8.7589945;109;100.0
2019-05;Região de Saúde do Centro;;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;148;157.0
2019-05;Região de Saúde LVT;;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216985;219;169.0
2019-05;Região de Saúde Norte;;Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE;41.3031784, -7.7515252;104;81.0
2019-05;Região de Saúde LVT;;Hospital Garcia de Orta, EPE;38.673379, -9.17602;163;100.0
2019-06;Região de Saúde do Centro;;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;132;63.0
2019-06;Região de Saúde Norte;;Hospital de Braga, PPP;41.567781, -8.399268;192;67.0
2019-06;Região de Saúde do Centro;;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;117;96.0
2019-06;Região de Saúde Norte;;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;41.3828711, -8.7589945;90;73.0
2019-06;Região de Saúde LVT;;Centro Hospitalar do Oeste, EPE;39.4054629, -9.1258497;72;62.0
2019-06;Região de Saúde Norte;;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.617262;265;56.0
2019-06;Região de Saúde Norte;;Unidade Local de Saúde de Matosinhos, EPE;41.1831056, -8.6010593;104;71.0
2019-06;Região de Saúde do Centro;;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;36;44.0
2019-07;Região de Saúde LVT;;Centro Hospitalar Universitário de Lisboa Norte, EPE;38.7500861, -9.1616116;179;24.0
2019-07;Região de Saúde LVT;;Hospital Beatriz Ângelo - Loures, PPP;38.821342, -9.176377;55;133.0
2019-07;Região de Saúde Norte;;Unidade Local de Saúde do Alto Minho, EPE;41.1831056, -8.6010592;135;128.0
2019-08;Região de Saúde Norte;;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561, -8.264901;175;77.0
2019-08;Região de Saúde LVT;;Centro Hospitalar Médio Tejo, EPE;39.478072, -8.5404429;52;65.0
2019-08;Região de Saúde LVT;;Hospital Prof. Doutor Fernando Fonseca, EPE;38.744564, -9.246391;172;0.0
2019-08;Região de Saúde do Centro;;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158, -7.4922407;35;38.0
2019-08;Região de Saúde LVT;;Hospital de Cascais Dr. José de Almeida;38.728951, -9.418466;176;178.0
2019-09;Região de Saúde do Centro;;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158, -7.4922407;35;36.0
2019-09;Região de Saúde LVT;;Centro Hospitalar Médio Tejo, EPE;39.478072, -8.5404429;52;72.0
2019-09;Região de Saúde Norte;;Hospital da Senhora da Oliveira - Guimarães, EPE;41.4387173, -8.3086907;160;106.0
2019-09;Região de Saúde do Alentejo;;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;92;0.0
2019-09;Região de Saúde LVT;;Centro Hospitalar Universitário de Lisboa Central, EPE;38.7166948, -9.1371248;235;15.0
